Id,Score
4897,5.0
4902,3.0
4908,4.0
4909,5.0
4919,4.0
4931,5.0
4933,4.0
4935,5.0
4948,4.0
4950,5.0
4963,4.0
4970,4.0
4972,4.0
4975,4.0
4982,5.0
4989,5.0
4995,5.0
4997,4.0
5007,4.0
5015,5.0
5016,5.0
5032,4.0
5034,4.0
5038,5.0
5039,4.0
5041,5.0
5044,5.0
5045,4.0
5056,4.0
5063,5.0
5075,5.0
5078,5.0
5082,5.0
5083,5.0
5103,4.0
5109,2.0
5112,4.0
5115,5.0
5117,5.0
5121,5.0
5133,4.0
5137,2.0
5139,4.0
5140,4.0
5149,5.0
5156,5.0
5159,3.0
5162,4.0
5174,2.0
5175,3.0
5182,2.0
5183,5.0
5189,4.0
5191,2.0
5199,3.0
5208,4.0
5212,4.0
5216,4.0
5221,3.0
5242,5.0
5251,5.0
5255,5.0
5257,5.0
5262,4.0
5273,4.0
5295,5.0
5297,4.0
5299,3.0
5309,5.0
5312,4.0
5315,5.0
5324,5.0
5325,5.0
5336,4.0
5338,5.0
5343,3.0
5344,4.0
5347,4.0
5351,5.0
5353,1.0
5360,5.0
5361,5.0
5362,5.0
5364,3.0
5368,4.0
5370,5.0
5379,4.0
5381,4.0
5384,5.0
5387,4.0
5400,5.0
5413,4.0
5420,5.0
5422,5.0
5433,5.0
5437,4.0
5440,4.0
5447,5.0
5448,5.0
5454,4.0
5484,4.0
5489,5.0
5490,5.0
5500,4.0
5505,2.0
5514,2.0
5517,4.0
5518,4.0
5535,3.0
5536,3.0
5561,4.0
5563,4.0
5581,5.0
5583,3.0
5586,4.0
5591,4.0
5601,4.0
5602,3.0
5604,4.0
5625,3.0
5626,4.0
5631,4.0
5645,5.0
5646,4.0
5649,2.0
5657,4.0
5659,4.0
5660,5.0
5665,4.0
5666,4.0
5675,5.0
5677,4.0
5678,5.0
5684,5.0
5689,5.0
5692,4.0
5694,4.0
5696,4.0
5701,4.0
5703,5.0
5708,5.0
5717,4.0
5719,5.0
5722,5.0
5730,5.0
5733,5.0
5735,4.0
5739,5.0
5744,4.0
5745,5.0
5748,4.0
5752,4.0
5756,4.0
5759,5.0
5761,4.0
5762,5.0
5763,4.0
5765,4.0
5766,4.0
5767,4.0
5772,4.0
5777,3.0
5778,4.0
5783,5.0
5784,5.0
5794,4.0
5799,4.0
5813,5.0
5817,4.0
5838,4.0
5840,5.0
5846,5.0
5851,5.0
5852,5.0
5854,4.0
5859,5.0
5861,5.0
5864,5.0
5874,4.0
5879,5.0
5888,5.0
5889,5.0
5895,5.0
5900,4.0
5901,4.0
5925,4.0
5928,4.0
5930,4.0
5934,3.0
5944,5.0
5950,3.0
5974,3.0
5978,4.0
5980,5.0
5985,4.0
5986,5.0
5992,5.0
5999,5.0
6014,5.0
6016,5.0
6026,5.0
6033,4.0
6043,4.0
6044,5.0
6048,4.0
6065,5.0
6068,5.0
6084,5.0
6087,4.0
6099,5.0
6106,5.0
6107,4.0
6122,4.0
6137,4.0
6147,5.0
6160,4.0
6161,4.0
6164,2.0
6169,4.0
6175,2.0
6179,4.0
6183,5.0
6202,4.0
6209,4.0
6224,4.0
6226,5.0
6227,4.0
6228,4.0
6230,4.0
6240,4.0
6247,5.0
6253,5.0
6262,4.0
6271,4.0
6272,4.0
6274,4.0
6275,5.0
6287,5.0
6294,5.0
6295,5.0
6313,5.0
6316,5.0
6329,4.0
6339,5.0
6340,5.0
6344,4.0
6346,4.0
6347,4.0
6350,5.0
6358,4.0
6369,4.0
6370,4.0
6375,5.0
6380,5.0
6382,5.0
6389,4.0
6390,3.0
6392,4.0
6393,5.0
6401,4.0
6409,4.0
6410,5.0
6413,5.0
6421,5.0
6431,5.0
6464,4.0
6471,5.0
6475,5.0
6476,5.0
6481,4.0
6493,4.0
6504,4.0
6505,4.0
6506,5.0
6510,4.0
6515,4.0
6519,5.0
6523,4.0
6524,4.0
6525,5.0
6536,5.0
6538,4.0
6543,1.0
6546,5.0
6547,5.0
6548,5.0
6550,3.0
6553,4.0
6560,4.0
6563,5.0
6564,5.0
6565,3.0
6566,4.0
6570,5.0
6572,4.0
6573,5.0
6582,5.0
6591,5.0
6597,5.0
6598,5.0
6599,4.0
6610,4.0
6612,4.0
6623,5.0
6639,5.0
6640,4.0
6642,5.0
6646,3.0
6655,5.0
6657,5.0
6665,5.0
6668,4.0
6675,4.0
6679,4.0
6680,5.0
6683,4.0
6689,4.0
6692,4.0
6699,5.0
6700,5.0
6704,3.0
6710,4.0
6713,4.0
6717,2.0
6719,5.0
6723,4.0
6725,4.0
6728,3.0
6744,5.0
6745,3.0
6749,3.0
6758,5.0
6762,4.0
6776,4.0
6779,4.0
6780,4.0
6783,3.0
6789,4.0
6805,1.0
6815,4.0
6823,4.0
6836,4.0
6845,2.0
6851,4.0
6871,2.0
6875,4.0
6880,4.0
6883,4.0
6889,5.0
6890,4.0
6896,4.0
6902,3.0
6909,5.0
6910,3.0
6912,5.0
6913,4.0
6914,3.0
6915,5.0
6916,3.0
6917,3.0
6925,4.0
6936,3.0
6953,4.0
6959,4.0
6965,2.0
6974,3.0
6982,3.0
6983,4.0
6987,4.0
7001,5.0
7005,3.0
7020,4.0
7023,3.0
7029,5.0
7035,4.0
7037,3.0
7044,3.0
7046,4.0
7051,5.0
7062,4.0
7064,3.0
7068,5.0
7074,3.0
7083,5.0
7088,4.0
7090,4.0
7099,5.0
7101,4.0
7103,5.0
7112,4.0
7117,4.0
7126,5.0
7130,5.0
7138,4.0
7146,3.0
7147,5.0
7153,5.0
7154,4.0
7156,5.0
7163,4.0
7168,5.0
7169,5.0
7171,1.0
7175,5.0
7188,5.0
7189,4.0
7196,5.0
7202,4.0
7205,4.0
7206,4.0
7208,4.0
7220,5.0
7222,5.0
7232,4.0
7236,5.0
7241,4.0
7254,3.0
7259,5.0
7263,4.0
7268,4.0
7272,4.0
7275,5.0
7293,4.0
7295,3.0
7300,4.0
7305,5.0
7309,5.0
7323,5.0
7334,5.0
7339,4.0
7342,5.0
7349,4.0
7355,4.0
7358,4.0
7362,1.0
7375,5.0
7382,4.0
7388,4.0
7393,4.0
7397,4.0
7401,3.0
7403,2.0
7409,3.0
7412,4.0
7413,5.0
7414,4.0
7418,4.0
7420,5.0
7424,4.0
7429,1.0
7432,4.0
7451,4.0
7454,5.0
7455,5.0
7459,5.0
7460,4.0
7462,4.0
7468,5.0
7480,4.0
7485,4.0
7492,4.0
7499,5.0
7507,5.0
7510,5.0
7524,5.0
7529,3.0
7533,4.0
7538,5.0
7544,4.0
7546,3.0
7547,5.0
7556,4.0
7560,4.0
7562,4.0
7564,3.0
7582,3.0
7592,3.0
7598,4.0
7601,4.0
7611,4.0
7625,4.0
7627,4.0
7632,4.0
7635,5.0
7641,4.0
7653,4.0
7654,5.0
7658,5.0
7659,5.0
7661,4.0
7671,5.0
7692,4.0
7697,5.0
7702,4.0
7711,4.0
7715,5.0
7736,4.0
7739,3.0
7741,1.0
7748,5.0
7758,3.0
7761,4.0
7766,5.0
7767,4.0
7768,3.0
7769,4.0
7771,4.0
7774,4.0
7783,4.0
7795,5.0
7796,4.0
7797,4.0
7801,4.0
7805,5.0
7806,4.0
7814,4.0
7823,5.0
7838,5.0
7850,4.0
7856,5.0
7857,4.0
7870,4.0
7876,4.0
7891,4.0
7900,5.0
7914,4.0
7919,4.0
7928,5.0
7930,5.0
7936,4.0
7937,5.0
7959,5.0
7964,4.0
7972,4.0
7983,4.0
7985,5.0
8010,5.0
8017,4.0
8020,5.0
8022,3.0
8026,4.0
8036,3.0
8040,4.0
8041,5.0
8048,4.0
8049,4.0
8051,5.0
8056,5.0
8058,5.0
8060,5.0
8062,4.0
8067,5.0
8076,4.0
8090,5.0
8092,4.0
8097,4.0
8099,4.0
8102,4.0
8113,3.0
8125,5.0
8139,4.0
8146,4.0
8149,5.0
8160,5.0
8170,4.0
8175,5.0
8186,4.0
8199,4.0
8209,4.0
8211,5.0
8215,5.0
8225,4.0
8227,4.0
8230,4.0
8232,5.0
8235,5.0
8247,5.0
8253,2.0
8255,4.0
8258,5.0
8260,3.0
8264,3.0
8267,3.0
8274,4.0
8286,1.0
8287,4.0
8288,3.0
8290,4.0
8310,4.0
8319,4.0
8325,5.0
8326,3.0
8341,5.0
8349,5.0
8350,5.0
8357,4.0
8365,4.0
8367,4.0
8369,4.0
8373,5.0
8376,5.0
8392,3.0
8393,4.0
8395,4.0
8397,4.0
8407,5.0
8413,4.0
8416,3.0
8420,5.0
8421,2.0
8433,4.0
8434,5.0
8435,5.0
8447,4.0
8451,4.0
8462,5.0
8463,4.0
8464,5.0
8466,5.0
8470,3.0
8474,5.0
8478,5.0
8488,4.0
8489,4.0
8490,5.0
8494,4.0
8509,4.0
8529,4.0
8543,3.0
8549,4.0
8551,5.0
8559,5.0
8574,5.0
8577,5.0
8579,4.0
8580,4.0
8587,5.0
8594,5.0
8598,4.0
8599,5.0
8603,4.0
8604,4.0
8607,4.0
8609,4.0
8611,3.0
8632,4.0
8635,4.0
8641,4.0
8649,5.0
8656,5.0
8660,4.0
8666,5.0
8673,5.0
8674,5.0
8684,2.0
8686,5.0
8689,4.0
8696,5.0
8707,5.0
8715,3.0
8719,5.0
8724,5.0
8731,2.0
8732,5.0
8735,5.0
8736,5.0
8741,4.0
8742,4.0
8749,4.0
8751,5.0
8759,4.0
8760,4.0
8763,4.0
8766,3.0
8769,4.0
8771,4.0
8774,5.0
8783,5.0
8787,5.0
8791,4.0
8796,5.0
8808,3.0
8850,2.0
8851,1.0
8862,5.0
8863,5.0
8868,5.0
8875,4.0
8878,5.0
8893,4.0
8904,4.0
8925,4.0
8928,4.0
8939,4.0
8949,5.0
8966,5.0
8969,4.0
8970,4.0
8972,5.0
8974,5.0
8978,5.0
8990,5.0
8995,4.0
8997,5.0
9006,5.0
9011,4.0
9013,5.0
9023,5.0
9033,4.0
9045,5.0
9046,5.0
9063,5.0
9065,4.0
9074,5.0
9081,5.0
9086,4.0
9091,5.0
9096,5.0
9098,3.0
9100,4.0
9104,5.0
9107,4.0
9116,5.0
9124,5.0
9127,5.0
9131,4.0
9132,5.0
9134,3.0
9136,4.0
9137,5.0
9138,5.0
9146,5.0
9153,5.0
9169,5.0
9181,4.0
9186,5.0
9188,4.0
9196,5.0
9200,5.0
9204,4.0
9213,5.0
9214,5.0
9215,5.0
9220,5.0
9221,4.0
9224,5.0
9226,5.0
9229,4.0
9253,5.0
9255,5.0
9258,5.0
9267,5.0
9276,5.0
9277,4.0
9279,4.0
9280,5.0
9282,5.0
9286,5.0
9296,5.0
9300,4.0
9301,5.0
9318,5.0
9321,5.0
9354,5.0
9361,5.0
9371,4.0
9380,5.0
9383,5.0
9387,5.0
9403,5.0
9412,5.0
9413,4.0
9425,4.0
9426,5.0
9428,5.0
9434,5.0
9439,5.0
9447,5.0
9449,3.0
9455,3.0
9456,4.0
9457,5.0
9462,4.0
9480,5.0
9488,5.0
9500,5.0
9501,4.0
9515,5.0
9523,4.0
9524,5.0
9538,5.0
9543,5.0
9548,4.0
9560,5.0
9574,5.0
9588,5.0
9591,5.0
9592,5.0
9596,4.0
9607,4.0
9608,4.0
9610,3.0
9611,5.0
9620,5.0
9636,5.0
9638,5.0
9641,5.0
9645,5.0
9647,5.0
9659,5.0
9661,4.0
9671,5.0
9672,5.0
9675,5.0
9690,5.0
9694,5.0
9695,5.0
9703,5.0
9707,5.0
9708,5.0
9711,5.0
9712,5.0
9730,5.0
9731,4.0
9737,5.0
9741,4.0
9750,4.0
9751,4.0
9752,3.0
9756,5.0
9758,5.0
9761,5.0
9767,3.0
9772,5.0
9784,4.0
9786,5.0
9790,4.0
9794,5.0
9813,5.0
9818,4.0
9819,1.0
9822,4.0
9824,5.0
9828,4.0
9837,4.0
9840,5.0
9853,3.0
9858,4.0
9878,4.0
9882,4.0
9889,3.0
9890,5.0
9893,3.0
9897,4.0
9899,4.0
9908,5.0
9916,4.0
9918,4.0
9920,5.0
9923,5.0
9925,5.0
9930,5.0
9936,4.0
9943,4.0
9945,5.0
9950,4.0
9956,5.0
9966,5.0
9970,5.0
9972,4.0
9976,2.0
9982,4.0
9992,5.0
9995,5.0
9996,4.0
9998,4.0
10002,4.0
10003,4.0
10008,5.0
10012,5.0
10022,4.0
10027,4.0
10032,5.0
10034,5.0
10035,5.0
10037,4.0
10040,5.0
10041,5.0
10044,5.0
10047,5.0
10049,5.0
10055,4.0
10058,4.0
10063,4.0
10072,4.0
10078,4.0
10081,5.0
10086,4.0
10088,4.0
10091,4.0
10093,5.0
10095,5.0
10097,3.0
10105,4.0
10107,4.0
10111,2.0
10112,2.0
10117,4.0
10129,4.0
10132,3.0
10141,4.0
10152,4.0
10154,4.0
10155,4.0
10159,4.0
10161,4.0
10162,5.0
10180,3.0
10193,5.0
10195,4.0
10196,4.0
10197,5.0
10204,3.0
10209,4.0
10218,4.0
10222,4.0
10225,5.0
10227,4.0
10228,4.0
10241,5.0
10244,4.0
10254,5.0
10256,4.0
10257,5.0
10265,4.0
10268,4.0
10271,4.0
10284,4.0
10285,4.0
10300,5.0
10320,4.0
10326,4.0
10327,5.0
10338,4.0
10344,4.0
10345,3.0
10351,5.0
10353,3.0
10356,5.0
10372,4.0
10374,3.0
10375,3.0
10378,5.0
10393,3.0
10394,4.0
10402,2.0
10403,3.0
10405,3.0
10414,4.0
10420,5.0
10426,4.0
10427,2.0
10428,2.0
10429,5.0
10430,4.0
10432,3.0
10444,4.0
10445,4.0
10454,5.0
10458,4.0
10462,4.0
10463,4.0
10464,4.0
10472,5.0
10479,5.0
10487,5.0
10488,4.0
10492,4.0
10493,5.0
10494,4.0
10499,4.0
10500,5.0
10511,4.0
10513,5.0
10516,5.0
10525,5.0
10527,4.0
10541,4.0
10543,4.0
10547,4.0
10548,4.0
10554,4.0
10556,4.0
10562,3.0
10571,5.0
10592,5.0
10593,4.0
10594,3.0
10623,2.0
10629,3.0
10630,4.0
10645,4.0
10649,4.0
10650,3.0
10652,5.0
10656,5.0
10660,4.0
10665,4.0
10671,5.0
10690,2.0
10691,3.0
10692,2.0
10699,5.0
10700,2.0
10706,5.0
10707,5.0
10723,4.0
10725,4.0
10729,5.0
10734,5.0
10737,5.0
10744,5.0
10747,5.0
10751,5.0
10752,5.0
10753,5.0
10755,4.0
10759,4.0
10760,5.0
10763,5.0
10767,5.0
10771,5.0
10777,5.0
10782,4.0
10787,5.0
10788,5.0
10809,5.0
10812,5.0
10814,5.0
10819,5.0
10821,5.0
10831,5.0
10833,5.0
10836,4.0
10837,4.0
10842,4.0
10844,5.0
10862,4.0
10870,4.0
10872,5.0
10873,4.0
10879,5.0
10880,4.0
10897,4.0
10909,4.0
10910,4.0
10919,5.0
10926,5.0
10928,4.0
10929,4.0
10934,3.0
10935,3.0
10936,4.0
10946,3.0
10956,3.0
10963,2.0
10970,4.0
10972,4.0
10985,4.0
10992,4.0
10994,4.0
10996,3.0
10998,3.0
11011,3.0
11013,4.0
11017,4.0
11019,3.0
11027,5.0
11031,4.0
11033,5.0
11041,3.0
11042,5.0
11043,5.0
11047,5.0
11048,4.0
11052,4.0
11055,4.0
11058,5.0
11066,4.0
11067,5.0
11070,5.0
11081,4.0
11094,4.0
11099,4.0
11100,4.0
11112,4.0
11113,4.0
11129,4.0
11136,5.0
11146,5.0
11156,5.0
11159,5.0
11160,5.0
11171,5.0
11172,5.0
11179,4.0
11180,1.0
11188,4.0
11189,4.0
11190,5.0
11195,4.0
11212,4.0
11217,3.0
11218,4.0
11238,4.0
11241,4.0
11246,4.0
11269,5.0
11270,4.0
11277,5.0
11281,5.0
11290,5.0
11293,3.0
11296,5.0
11299,4.0
11310,4.0
11322,5.0
11333,5.0
11334,4.0
11341,5.0
11344,4.0
11349,5.0
11356,4.0
11362,4.0
11363,3.0
11371,4.0
11377,4.0
11380,3.0
11382,3.0
11387,4.0
11401,5.0
11409,5.0
11413,5.0
11416,4.0
11419,5.0
11422,4.0
11426,5.0
11428,4.0
11431,4.0
11440,5.0
11441,5.0
11456,5.0
11461,4.0
11463,4.0
11464,5.0
11469,4.0
11474,5.0
11490,5.0
11496,5.0
11506,4.0
11513,5.0
11522,5.0
11539,5.0
11544,5.0
11545,3.0
11548,4.0
11558,5.0
11563,4.0
11564,5.0
11569,5.0
11585,5.0
11596,4.0
11603,5.0
11617,5.0
11619,5.0
11620,5.0
11621,5.0
11628,4.0
11629,4.0
11635,5.0
11638,4.0
11647,3.0
11648,4.0
11653,4.0
11664,3.0
11671,4.0
11680,5.0
11683,5.0
11689,5.0
11692,4.0
11695,5.0
11696,4.0
11705,4.0
11722,5.0
11752,4.0
